,제목,회사명,refine_기술스택,스크랩수,조회수,최소경력,최대경력,주소(시도),주소(시군구),취업축하금,데이터수집일,카테고리,기술스택
1108694,[이디야] IT 솔루션 PM,이디야,"['RPA', 'SQL', 'Dw', 'Etl', 'BigData', 'ERP', 'AWS']",21,1588,1,11,서울,강남구,70,2024-01-02 00:09:57.205315,개발 PM,SQL
1108697,[착한의사] 개발팀 (팀장급),비바이노베이션,"['Python', 'Node.js', 'SQL']",7,151,6,15,서울,강남구,70,2024-01-02 00:10:13.200304,개발 PM,SQL
1108701,Account 개발 팀장,디어유,"['Java', 'Python', 'SQL', 'MySQL', 'REST API', 'Spring Boot', 'AWS']",4,217,10,15,서울,강남구,70,2024-01-02 00:10:21.064382,개발 PM,SQL
1108716,동무그룹 SI개발팀장 모집,동무,"['JavaScript', 'Java', 'Spring Boot', 'Classic ASP', 'SQL']",7,287,10,20,서울,마포구,70,2024-01-02 00:10:54.014728,개발 PM,SQL
1108728,"개발팀 리더, Web부문 개발전문가, PL, PM",에스피에이치,"['AngularJS', 'Python', 'SQL', 'AWS', 'Spring Framework', 'GCP', 'React', 'Spring Boot', 'REST API', 'PostgreSQL']",12,692,7,15,서울,마포구,70,2024-01-02 00:11:14.594704,개발 PM,SQL
1108729,[WATA Inc] 개발 기술 총괄 및 시스템 기획자,WATA Inc.,"['RDB', 'REST API', 'C++', 'Java', 'AWS', 'React', 'SQL']",1,437,9,18,경기,성남시,70,2024-01-02 00:11:15.713648,개발 PM,SQL
1108745,데이터 엔지니어/PM(경력) 채용,메이븐클라우드서비스,"['Etl', 'SQL', 'R', 'Python', 'PySpark']",0,68,10,30,서울,강남구,70,2024-01-02 00:11:43.140355,개발 PM,SQL
1108761,개발 매니저,피딩코리아,"['JavaScript', 'React', 'AWS', 'Node.js', 'Stripe', 'Cloudflare CDN', 'SQL']",1,167,5,10,서울,서초구,70,2024-01-02 00:11:56.686459,개발 PM,SQL
1108772,[베스텔라랩] 개발팀장,베스텔라랩,"['Spring Framework', 'AWS', 'Git', 'ROS', 'SQL', 'C', 'C++', 'Linux', 'SW']",0,28,5,14,경기,안양시,70,2024-01-02 00:12:14.836376,개발 PM,SQL
1108836,Edge Device SW Engineer,한화비전,"['Embedded Linux', 'C++', 'SW', 'SQL', 'NoSql']",2,141,3,10,경기,성남시,70,2024-01-02 00:11:23.783540,HW/임베디드,SQL
1108999,C/S Java Developer(경력) 채용,메인라인,"['Java', 'Oracle', 'SQL']",1,130,5,10,서울,마포구,70,2024-01-02 00:10:15.417443,SW/솔루션,SQL
1109027,Software Developer,피엠인터내셔널코리아,"['Java', 'JavaScript', 'C#', 'React', 'Python', 'Spring Boot', 'Vue.js', 'SQL', 'XML']",2,205,2,10,서울,영등포구,70,2024-01-02 00:10:29.051722,SW/솔루션,SQL
1109029,[해외근무-필리핀] 전산 시스템개발 및 SAP ERP 운영 (신입),동인기연,"['SAP', 'ERP', 'SQL', 'Network']",4,328,0,10,경기,김포시,70,2024-01-02 00:10:29.051722,SW/솔루션,SQL
1109032,장비 운용 SW 개발자,아이디알시스템,"['C#', 'C++', 'C', 'MySQL', 'MSSQL', 'SQL']",7,392,0,10,대구,달서구,70,2024-01-02 00:10:30.220033,SW/솔루션,SQL
1109048,스마트팩토리솔루션 구축 경력 채용,엠투아이코퍼레이션,"['C#', 'C++', 'SQL', 'Java']",15,919,2,10,경기,안양시,70,2024-01-02 00:10:38.073816,SW/솔루션,SQL
1109057,제조 솔루션(생산관리 시스템) C# 개발자 경력사원 채용,리스너,"['ERP', 'SW', 'C#', 'SQL', 'MES']",16,786,2,15,서울,강남구,70,2024-01-02 00:10:40.375929,SW/솔루션,SQL
1109137,SW 개발자,라온시스템즈,"['C++', 'C#', 'Mfc', 'DB', 'WPF', 'SW', 'Network', 'SQL']",9,500,0,5,경기,군포시,70,2024-01-02 00:11:13.491025,SW/솔루션,SQL
1109142,[WATA Inc] 개발 기술 총괄 및 시스템 기획자,WATA Inc.,"['RDB', 'REST API', 'C++', 'Java', 'AWS', 'React', 'SQL']",1,437,9,18,경기,성남시,70,2024-01-02 00:11:15.713648,SW/솔루션,SQL
1109145,데이터 백업 솔루션 엔지니어,가야데이터,"['Linux', 'Windows Server', 'OpenStack', 'MySQL', 'Network', 'MSSQL', 'Oracle', 'SQL', 'AWS', 'AZURE']",4,437,0,3,서울,서초구,70,2024-01-02 00:11:15.713648,SW/솔루션,SQL
1109175,Edge Device SW Engineer,한화비전,"['Embedded Linux', 'C++', 'SW', 'SQL', 'NoSql']",2,141,3,10,경기,성남시,70,2024-01-02 00:11:23.783540,SW/솔루션,SQL
1109207,Application Software Lead,배러머신,"['JavaScript', 'TypeScript', 'React', 'Next.js', 'Flutter', 'Python', 'Flask', 'FastAPI', 'SQL', 'NoSql']",0,96,7,15,서울,강남구,70,2024-01-02 00:11:32.868497,SW/솔루션,SQL
1109209,(주)파츠몰 소프트웨어 개발 관리자,파츠몰,"['Java', 'JavaScript', 'ScriptRock', 'JSON', 'SQL', 'Oracle']",0,87,5,20,경기,고양시,70,2024-01-02 00:11:32.868497,SW/솔루션,SQL
1109248,[우리엔] 반려동물 Windows Application 개발자,우리엔,"['C++', 'SQL', 'SQLite', 'Windows', 'C#', 'MSSQL', 'MySQL', 'C']",2,146,6,10,경기,화성시,70,2024-01-02 00:11:43.140355,SW/솔루션,SQL
1109253,[ESTsecurity] 윈도우 C++ 프레임워크 개발자 (신입/경력),이스트시큐리티,"['C++', 'SQL', 'Python', 'OpenSSL', 'GitLab']",4,184,0,8,서울,서초구,70,2024-01-02 00:11:44.245337,SW/솔루션,SQL
1109272,"HMI, PLC, C언어 개발자",엔시스템,"['C++', 'C#', 'Java', 'SQL', 'BigData']",7,793,0,1,경북,포항시,70,2024-01-02 00:11:49.913476,SW/솔루션,SQL
1109274,[ENCGLS/사업본부] IT엔지니어(SI/SM) 경력자 채용,이앤씨지엘에스,"['Java', 'SQL']",2,61,3,10,경기,성남시,70,2024-01-02 00:11:51.028020,SW/솔루션,SQL
1109286,제어설계(PC) 분야,태하,"['SW', 'C', 'C#', 'C++', 'Mfc', 'MES', 'SQL', 'Windows', 'Linux']",2,332,5,10,경기,남양주시,70,2024-01-02 00:11:54.403733,SW/솔루션,SQL
1109305,[현대모비스 포승공장] 생산정보시스템 경력 개발자 모집,리스너,"['C#', 'MES', 'SQL']",1,76,7,20,경기,평택시,70,2024-01-02 00:11:58.974428,SW/솔루션,SQL
1109314,[현대모비스 울산공장] 생산정보시스템 경력 개발자 모집,리스너,"['C#', 'MES', 'SQL']",1,129,7,20,울산,북구,70,2024-01-02 00:12:00.098465,SW/솔루션,SQL
1109341,ABAP 개발,웅진,"['SAP', 'ABAP', 'SQL']",1,514,4,20,서울,중구,70,2024-01-02 00:12:05.804623,SW/솔루션,SQL
1109375,"빅데이터 플랫폼 개발, 인공지능 엔진개발",한국아이오티,"['C++', 'SQL', 'SW']",1,405,5,10,경북,김천시,70,2024-01-02 00:12:13.676379,SW/솔루션,SQL
1109379,[베스텔라랩] 개발팀장,베스텔라랩,"['Spring Framework', 'AWS', 'Git', 'ROS', 'SQL', 'C', 'C++', 'Linux', 'SW']",0,28,5,14,경기,안양시,70,2024-01-02 00:12:14.836376,SW/솔루션,SQL
1109385,[베스텔라랩] 자율주행 연구원(경기/대구)(전문연구요원가능),베스텔라랩,"['Python', 'Spring Framework', 'AWS', 'Git', 'iOS', 'ROS', 'R', 'SQL', 'C++']",1,33,2,15,대구,동구,70,2024-01-02 00:12:15.947990,SW/솔루션,SQL
1109407,[베스텔라랩] 측위 S/W 개발자(경기/대구)(병특가능),베스텔라랩,"['Python', 'Spring Framework', 'AWS', 'Git', 'ROS', 'SQL', 'C', 'C++', 'Linux', 'MATLAB']",0,13,2,15,대구,동구,70,2024-01-02 00:12:21.635375,SW/솔루션,SQL
1109520,Backend 개발자 채용 (3년 이상),디앤에스에버,"['Node.js', 'TypeScript', 'MySQL', 'PostgreSQL', 'Linux', 'AWS', 'Docker', 'python', 'SQL', 'Java']",1,21,3,15,서울,강남구,70,2024-01-02 00:11:51.028020,블록체인,SQL
1109529,[이디야] IT 솔루션 PM,이디야,"['RPA', 'SQL', 'Dw', 'Etl', 'BigData', 'ERP', 'AWS']",21,1588,1,11,서울,강남구,70,2024-01-02 00:09:57.205315,기술지원,SQL
1109550,[파수] 보안 솔루션 구축 엔지니어,파수,"['Windows', 'Linux', 'C++', 'Java', 'Oracle', 'SQL', 'MariaDB']",1,420,3,7,서울,마포구,70,2024-01-02 00:11:05.408225,기술지원,SQL
1109603,SEO tech 컨설턴트,콘센트릭스서비스코리아,"['CSS 3', 'JSON', 'Python', 'HTML5', 'SQL', 'Google BigQuery']",0,127,2,10,서울,강남구,70,2024-01-02 00:12:08.076274,기술지원,SQL
1109625,JAVA 스프링부트 개발자,에듀템,"['Spring Boot', 'Spring MVC', 'MySQL', 'MSSQL', 'SQL', 'Mybatis', 'Java']",144,6406,0,10,서울,마포구,70,2024-01-02 00:09:39.036281,서버/백엔드 개발자,Mybatis
1109630,JAVA 웹개발자 채용,캐럿글로벌,"['Spring Boot', 'Spring', 'Java', 'Mybatis', 'REST API']",420,16015,2,15,서울,서초구,70,2024-01-02 00:09:39.036281,서버/백엔드 개발자,Mybatis
1109635,JAVA 개발자,코보시스,"['Java', 'Spring Boot', 'JSP', 'Linux', 'Mybatis', 'Oracle', 'MySQL', 'Bootstrap', 'REST API']",147,7020,1,5,서울,송파구,70,2024-01-02 00:09:40.139066,서버/백엔드 개발자,Mybatis
1109642,Back-End Developer,부동산플래닛,"['Java', 'Spring Framework', 'Mybatis', 'Git', 'Visual Studio Code', 'IntelliJ IDEA', 'REST API', 'NoSql']",18,480,2,5,서울,강남구,70,2024-01-02 00:09:41.252410,서버/백엔드 개발자,Mybatis
1109655,Back-End 개발자,핀크,"['Java', 'Spring', 'Mybatis', 'Spring Data JPA', 'Oracle', 'MariaDB', 'Git', 'JavaScript', 'Jenkins', 'React']",267,5940,2,15,서울,중구,70,2024-01-02 00:09:44.591252,서버/백엔드 개발자,Mybatis
1109657,Java Backend/Spring Boot 개발자(경력) 상시 채용,오감코퍼레이션,"['Java', 'JavaScript', 'Spring', 'Spring MVC', 'Spring Boot', 'Mybatis', 'Spring Data JPA', 'REST API', 'Oracle', 'MSSQL']",84,4197,2,8,서울,강남구,70,2024-01-02 00:09:44.591252,서버/백엔드 개발자,Mybatis
1109660,[이디야] 멤버십 서비스 서버 개발자,이디야,"['Java', 'Spring Framework', 'Mybatis']",151,8442,3,10,서울,강남구,70,2024-01-02 00:09:44.591252,서버/백엔드 개발자,Mybatis
1109684,Java 백엔드 개발자 (3년 이상),라텔앤드파트너즈,"['MSSQL', 'SQL', 'AWS', 'Java', 'Spring', 'Mybatis', 'Amazon EC2', 'Amazon S3', 'Spring Boot', 'Spring Framework']",7,320,3,8,서울,중구,70,2024-01-02 00:09:49.135846,서버/백엔드 개발자,Mybatis
1109697,[DX팀] 백엔드 개발자 (주니어/시니어),이지스엔터프라이즈,"['Java', 'PostgreSQL', 'Oracle', 'MSSQL', 'Mybatis', 'Spring Data JPA', 'Redis', 'Docker', 'REST API', 'Spring Boot']",5,152,2,10,서울,금천구,70,2024-01-02 00:09:51.418487,서버/백엔드 개발자,Mybatis
1109703,백엔드 개발자 담당 채용,인피니티익스체인지코리아,"['spring boot', 'rest api', 'aws', 'mysql', 'redis', 'spring data jpa', 'Spring Data JPA', 'Mybatis']",12,516,3,5,서울,강남구,70,2024-01-02 00:09:53.692668,서버/백엔드 개발자,Mybatis
1109715,Java 개발자,넥서스커뮤니티,"['Java', 'REST API', 'jQuery', 'Spring Framework', 'Mybatis', 'Oracle', 'MariaDB']",3,140,8,15,서울,영등포구,70,2024-01-02 00:09:56.046506,서버/백엔드 개발자,Mybatis
1109750,[워트 개발팀] Java 백엔드 개발자 모집,워트인텔리전스,"['Java', 'Spring', 'REST API', 'Mybatis', 'AWS', 'NGINX', 'Linux', 'Spring Framework', 'SQL', 'MySQL']",45,2355,5,15,서울,서초구,70,2024-01-02 00:10:05.126385,서버/백엔드 개발자,Mybatis
1109787,Backend Developer (패키지 여행 백오피스 개발) (5년 이상),타이드스퀘어,"['Java', 'Spring Framework', 'Mybatis', 'Redis', 'NoSql', 'Elasticsearch', 'AWS']",6,109,5,20,서울,중구,70,2024-01-02 00:10:12.026351,서버/백엔드 개발자,Mybatis
1109839,VAN기반 PG시스템 신규 구축 개발자 모집,하이데브,"['Java', 'MariaDB', 'Oracle', 'Spring', 'JSP', 'Mybatis', 'Spring Data JPA', 'SQL', 'JavaScript']",7,683,1,25,부산,부산진구,70,2024-01-02 00:10:26.802624,서버/백엔드 개발자,Mybatis
1109844,[WAUG] 백엔드 개발자 모집(java),와그,"['Spring', 'Java', 'MSA', 'Spring Data JPA', 'AWS', 'PHP', 'Python', 'Mybatis']",8,210,3,15,서울,종로구,70,2024-01-02 00:10:27.922455,서버/백엔드 개발자,Mybatis
1109981,Backend Developer (5년 이상),타이드스퀘어,"['Java', 'Kotlin', 'NoSql', 'DB', 'Git', 'Node.js', 'Spring Boot', 'Spring Cloud', 'Mybatis', 'QueryDSL']",16,518,5,9,서울,중구,70,2024-01-02 00:11:05.408225,서버/백엔드 개발자,Mybatis
1109992,개발 팀장,한국해양기상기술,"['Java', 'Spring', 'PostgreSQL', 'Spring Boot', 'Mybatis', 'Thymeleaf', 'Docker', 'GitHub']",2,112,10,30,서울,구로구,70,2024-01-02 00:11:08.948495,서버/백엔드 개발자,Mybatis
1110016,Back-end Developer (Cloud Monitoring Platform),오케스트로,"['Java', 'Spring Boot', 'Spring Cloud', 'Spring Data JPA', 'QueryDSL', 'Mybatis', 'Elasticsearch', 'Kafka Streams', 'Redis']",2,136,5,15,서울,영등포구,70,2024-01-02 00:11:18.036389,서버/백엔드 개발자,Mybatis
1110080,Java 개발자 (10년 이상),한국해양기상기술,"['Java', 'Spring', 'Spring Boot', 'PostgreSQL', 'Mybatis', 'Gradle', 'Docker', 'GitHub']",1,158,5,30,서울,구로구,70,2024-01-02 00:11:41.976717,서버/백엔드 개발자,Mybatis
1110326,[워트 개발팀] 프론트엔드 개발자 모집,워트인텔리전스,"['React', 'jQuery', 'AngularJS', 'Mybatis', 'JavaScript', 'REST API', 'Java']",29,1346,3,10,서울,서초구,70,2024-01-02 00:10:32.480777,프론트엔드 개발자,Mybatis
1110493,"웹, 서버 개발자",핀크,"['JavaScript', 'vuex', 'React', 'Java', 'Spring', 'Mybatis', 'Oracle', 'MariaDB', 'Git', 'Jenkins']",108,2489,2,15,서울,중구,70,2024-01-02 00:09:46.859082,웹 풀스택 개발자,Mybatis
1110509,미디어로그(LG그룹) Java 웹 개발자,미디어로그,"['Java', 'Spring', 'Linux', 'AWS', 'REST API', 'Oracle', 'Mybatis', 'MySQL', 'JSP']",13,443,5,10,서울,마포구,70,2024-01-02 00:09:56.046506,웹 풀스택 개발자,Mybatis
1110526,JAVA 기반 인사관리 솔루션 개발(9년 이상),웅진,"['Java', 'Spring', 'JSP', 'jQuery', 'MariaDB', 'Oracle', 'jQuery UI', 'MySQL', 'Mybatis']",2,94,9,15,서울,중구,70,2024-01-02 00:10:03.944325,웹 풀스택 개발자,Mybatis
1110559,VAN기반 PG시스템 신규 구축 개발자 모집,하이데브,"['Java', 'MariaDB', 'Oracle', 'Spring', 'JSP', 'Mybatis', 'Spring Data JPA', 'SQL', 'JavaScript']",7,683,1,25,부산,부산진구,70,2024-01-02 00:10:26.802624,웹 풀스택 개발자,Mybatis
1110578,JAVA 개발자,코비젼,"['Java', 'JSP', 'Spring Framework', 'Mybatis', 'SQL']",18,641,7,20,서울,강서구,70,2024-01-02 00:10:44.869038,웹 풀스택 개발자,Mybatis
1110581,"Java, JavaScript 개발자",엠플랜잇,"['JavaScript', 'Java', 'Spring Boot', 'Mybatis', 'MySQL', 'PostgreSQL', 'HTML5', 'CSS 3']",4,416,3,5,서울,강남구,70,2024-01-02 00:10:48.256130,웹 풀스택 개발자,Mybatis
1110606,개발 팀장,한국해양기상기술,"['Java', 'Spring', 'PostgreSQL', 'Spring Boot', 'Mybatis', 'Thymeleaf', 'Docker', 'GitHub']",2,112,10,30,서울,구로구,70,2024-01-02 00:11:08.948495,웹 풀스택 개발자,Mybatis
1110611,[자연이랑] 쇼핑몰 웹 개발 및 운영(경력),행복에프앤씨,"['Java', 'Spring', 'jQuery', 'MSSQL', 'PostgreSQL', 'Git', 'Mybatis', 'Spring Data JPA', 'AZURE']",7,433,7,16,서울,강서구,70,2024-01-02 00:11:11.219426,웹 풀스택 개발자,Mybatis
1110641,Full Stack Developer(DevOps),오케스트로,"['Java', 'Spring Boot', 'JavaScript', 'ES6', 'Vue.js', 'React', 'Mybatis', 'Kubernetes', 'Linux', 'Node.js']",0,43,3,9,서울,영등포구,70,2024-01-02 00:11:32.868497,웹 풀스택 개발자,Mybatis
1110647,Cloud 프로젝트 수행 담당,엠로,"['AWS', 'Kubernetes', 'Oracle', 'MariaDB', 'MSA', 'JavaScript', 'CSS 3', 'Java', 'Spring Framework', 'Mybatis']",5,168,7,15,서울,영등포구,70,2024-01-02 00:11:40.813607,웹 풀스택 개발자,Mybatis
1110650,Java 개발자 (10년 이상),한국해양기상기술,"['Java', 'Spring', 'Spring Boot', 'PostgreSQL', 'Mybatis', 'Gradle', 'Docker', 'GitHub']",1,158,5,30,서울,구로구,70,2024-01-02 00:11:41.976717,웹 풀스택 개발자,Mybatis
1110654,솔루션 개발자(5년 이상),아이투맥스,"['JSP', 'Spring', 'MariaDB', 'Mybatis', 'Vue.js', 'Git', 'Jira', 'Spring Boot', 'JavaScript', 'HTML5']",2,54,5,15,서울,마포구,70,2024-01-02 00:11:44.245337,웹 풀스택 개발자,Mybatis
1111027,Data Developer (Cloud Monitoring Platform),오케스트로,"['Java', 'Spring Boot', 'Spring Cloud', 'Spring Data JPA', 'QueryDSL', 'Mybatis', 'Elasticsearch', 'IntelliJ IDEA']",0,62,5,15,서울,영등포구,70,2024-01-02 00:12:08.076274,빅데이터 엔지니어,Mybatis
1111306,Cloud 프로젝트 수행 담당,엠로,"['AWS', 'Kubernetes', 'Oracle', 'MariaDB', 'MSA', 'JavaScript', 'CSS 3', 'Java', 'Spring Framework', 'Mybatis']",5,168,7,15,서울,영등포구,70,2024-01-02 00:11:40.813607,devops/시스템 엔지니어,Mybatis
1112003,Web Application 개발자,브레이너,"['Java', 'Spring Framework', 'JavaScript', 'Spring Boot', 'Mybatis', 'Linux', 'CentOS', 'Ubuntu']",9,587,2,20,서울,관악구,70,2024-01-02 00:11:35.165443,SW/솔루션,Mybatis
1112414,백엔드 개발자 채용,파인더스,"['Java', 'Spring Boot', 'Spring Data JPA', 'MariaDB', 'NestJS', 'MongoDB', 'AWS', 'REST API']",423,14380,0,5,서울,영등포구,70,2024-01-02 00:09:39.036281,서버/백엔드 개발자,Spring Data JPA
1112432,"[경력] 백엔드 Backend 개발자(주 4.5일, 10 to 19)",피피프렌즈,"['Java', 'AWS', 'Spring Boot', 'Spring Data JPA', 'QueryDSL', 'Kotlin', 'Thymeleaf', 'MSSQL', 'AWS Lambda', 'Amazon EC2']",36,1187,3,5,서울,서초구,70,2024-01-02 00:09:42.365476,서버/백엔드 개발자,Spring Data JPA
1112439,[플랫폼사업부] 백엔드 경력 개발자,피플리,"['Java', 'Spring Boot', 'jQuery', 'AWS', 'Bootstrap', 'REST API', 'Spring Data JPA', 'QueryDSL', 'MySQL', 'MariaDB', 'Linux', 'Redis']",15,318,3,12,서울,마포구,70,2024-01-02 00:09:43.477512,서버/백엔드 개발자,Spring Data JPA
1112443,Back-End 개발자,핀크,"['Java', 'Spring', 'Mybatis', 'Spring Data JPA', 'Oracle', 'MariaDB', 'Git', 'JavaScript', 'Jenkins', 'React']",267,5940,2,15,서울,중구,70,2024-01-02 00:09:44.591252,서버/백엔드 개발자,Spring Data JPA
1112445,Java Backend/Spring Boot 개발자(경력) 상시 채용,오감코퍼레이션,"['Java', 'JavaScript', 'Spring', 'Spring MVC', 'Spring Boot', 'Mybatis', 'Spring Data JPA', 'REST API', 'Oracle', 'MSSQL']",84,4197,2,8,서울,강남구,70,2024-01-02 00:09:44.591252,서버/백엔드 개발자,Spring Data JPA
1112446,백엔드 개발자(Kotlin),스토어링크,"['Spring Boot', 'PHP-MVC', 'Kotlin', 'Java', 'Spring Data JPA', 'MySQL', 'Redis', 'Gradle', 'AWS', 'AWS Elastic Beanstalk', 'Swagger UI']",28,459,2,10,서울,중구,70,2024-01-02 00:09:44.591252,서버/백엔드 개발자,Spring Data JPA
1112454,"백엔드, 서버 개발자(경력 5년 이상)",내몸랩,"['Spring Data JPA', 'Java', 'Spring Framework', 'React', 'JavaScript', 'AWS', 'MariaDB', 'Firebase Realtime Database', 'AWS Lambda']",108,5216,5,7,서울,강남구,70,2024-01-02 00:09:45.707188,서버/백엔드 개발자,Spring Data JPA
1112459,[셀키] 백엔드 개발자,셀키,"['Java', 'Spring Boot', 'MySQL', 'Linux', 'Spring Data JPA', 'Git']",17,707,3,10,서울,서초구,70,2024-01-02 00:09:46.859082,서버/백엔드 개발자,Spring Data JPA
1112464,"서비스 플랫폼 백엔드(back-end, spring boot) 개발",안티그래비티,"['Java', 'Spring Data JPA', 'Python', 'Elasticsearch', 'REST API', 'Ajax', 'JavaScript', 'TypeScript', 'Git', 'Spring Boot']",69,2374,4,20,서울,성동구,70,2024-01-02 00:09:48.022316,서버/백엔드 개발자,Spring Data JPA
1112476,백엔드 개발자,오아시스비즈니스,"['Java', 'Spring Boot', 'QueryDSL', 'NoSql', 'Spring Data JPA', 'GCP']",21,303,2,5,서울,강남구,70,2024-01-02 00:09:49.135846,서버/백엔드 개발자,Spring Data JPA
1112481,백엔드 개발자,와탭랩스,"['Netty', 'Spring Framework', 'Spring Security', 'Spring Data JPA', 'Java']",22,683,3,10,서울,서초구,70,2024-01-02 00:09:50.251522,서버/백엔드 개발자,Spring Data JPA
1112485,[DX팀] 백엔드 개발자 (주니어/시니어),이지스엔터프라이즈,"['Java', 'PostgreSQL', 'Oracle', 'MSSQL', 'Mybatis', 'Spring Data JPA', 'Redis', 'Docker', 'REST API', 'Spring Boot']",5,152,2,10,서울,금천구,70,2024-01-02 00:09:51.418487,서버/백엔드 개발자,Spring Data JPA
1112491,백엔드 개발자 담당 채용,인피니티익스체인지코리아,"['spring boot', 'rest api', 'aws', 'mysql', 'redis', 'spring data jpa', 'Spring Data JPA', 'Mybatis']",12,516,3,5,서울,강남구,70,2024-01-02 00:09:53.692668,서버/백엔드 개발자,Spring Data JPA
1112492,[Coupang Pay] Back-end Engineer,쿠팡(coupang),"['Java', 'Spring Framework', 'Spring Data JPA', 'MSA']",16,808,2,7,서울,송파구,70,2024-01-02 00:09:53.692668,서버/백엔드 개발자,Spring Data JPA
1112505,[서울] 백엔드 Backend 개발자 (주임~차장),리만코리아,"['Spring Framework', 'Spring Boot', 'Spring Data JPA', 'Hibernate', 'AWS']",8,166,3,20,서울,강남구,70,2024-01-02 00:09:56.046506,서버/백엔드 개발자,Spring Data JPA
1112511,Jr. Back-end Engineer (5년 이상),머스트잇,"['Kotlin', 'Spring Boot', 'Spring Data JPA', 'Hibernate', 'MySQL', 'Kubernetes', 'Kafka', 'Elasticsearch', 'Redis', 'NoSql', 'TypeScript']",60,1889,5,10,서울,강남구,70,2024-01-02 00:09:57.205315,서버/백엔드 개발자,Spring Data JPA
1112513,백엔드 서버 개발자 (Backend),비밀리,"['Java', 'Spring', 'Spring Boot', 'Spring Data JPA', 'MSA', 'MySQL', 'PostgreSQL', 'Docker', 'gRPC', 'Kafka', 'Redis']",22,821,4,15,경기,성남시,70,2024-01-02 00:09:57.205315,서버/백엔드 개발자,Spring Data JPA
1112514,백엔드 개발자,그린리본,"['Kotlin', 'Spring Boot', 'Spring Data JPA', 'AWS', 'Amazon Aurora', 'Java']",42,1079,3,10,서울,종로구,70,2024-01-02 00:09:58.314874,서버/백엔드 개발자,Spring Data JPA
1112523,"[TRUMPIA, 외국계] Java Backend 서비스 개발자 모집",트럼피아,"['Java', 'Spring Framework', 'Spring Data JPA', 'REST API', 'Docker', 'MariaDB', 'Elasticsearch']",76,2438,3,12,서울,강남구,70,2024-01-02 00:10:00.589561,서버/백엔드 개발자,Spring Data JPA
1112554,Back-End Junior 개발자,오픈플랜,"['Slack', 'Jira', 'Git', 'Jenkins', 'IntelliJ IDEA', 'Google Analytics', 'Spring Framework', 'Spring Data JPA', 'QueryDSL']",0,180,3,6,서울,성동구,70,2024-01-02 00:10:08.582383,서버/백엔드 개발자,Spring Data JPA
